"ID","log2FC","P.value","Q.value","averagelogCPM"
"ENSMUSG00000002104",-3.76206011436808,1.7494473522961e-10,2.62417102844415e-10,8.1580262046754
"ENSMUSG00000002205",-3.28324601129207,3.15503608718875e-58,1.05572361379008e-57,11.9119708285552
"ENSMUSG00000002968",-0.634761576318346,1.79272179163137e-15,3.182995834121e-15,11.8604730967854
"ENSMUSG00000006335",1.42142385707941,3.12601200681508e-15,5.33260871750808e-15,11.3440823093346
"ENSMUSG00000018470",-3.29429250863353,1.25120115807508e-08,1.72784921829416e-08,3.28347485613039
"ENSMUSG00000021254",0.917472833388353,8.59516986402172e-08,1.15043042795368e-07,12.3920907575754
"ENSMUSG00000021565",-1.01103986744183,0.456353921624548,0.472652275968282,6.14538044675899
"ENSMUSG00000022262",-3.91004390943971,1.37008290955387e-05,1.65551684904426e-05,4.78531626855269
"ENSMUSG00000022387",1.42816925377126,2.45483658894295e-17,4.7460174052897e-17,14.0215996612794
"ENSMUSG00000024218",-0.701280559960814,0.739421402740288,0.739421402740288,0.959628279271669
"ENSMUSG00000025487",-2.99220488789213,2.64057506308792e-118,1.27627794715916e-117,11.8129598038228
"ENSMUSG00000025538",-3.76706028564055,3.93705711205871e-52,1.26860729166336e-51,7.0319607078656
"ENSMUSG00000025592",-3.31968990729971,0.0323563232846341,0.0351875015720396,5.27390991209548
"ENSMUSG00000027333",1.17161889332766,8.29526403008201e-12,1.31215994657661e-11,13.055215953042
"ENSMUSG00000028071",-4.09195930134465,0.0462639129767305,0.0496908694935254,8.4259366315092
"ENSMUSG00000028444",-3.08639214324002,0,0,13.4076739136021
"ENSMUSG00000028879",-0.609262136848639,0.415729291397102,0.435764437970456,9.74789145003722
"ENSMUSG00000031604",1.67034533752383,2.6834990655186e-124,1.3733201100007e-123,14.5033115812995
"ENSMUSG00000034219",0.569117480859496,6.21495102246145e-20,1.38641215116448e-19,14.3168724576854
"ENSMUSG00000034310",-2.97534177642935,3.08401163330208e-311,3.832985887104e-310,10.7879269001128
"ENSMUSG00000035370",-2.87495356226951,1.94332273879237e-112,8.89837254078611e-112,7.83947232686848
"ENSMUSG00000036644",-3.23179468410239,3.18507064015994e-166,2.13154727456858e-165,11.3789122840661
"ENSMUSG00000037278",1.46535147271594,2.9129411725559e-300,3.16782352515454e-299,12.0537782935882
"ENSMUSG00000037364",1.40548796939642,1.53331204606411e-34,4.04236812144174e-34,15.3010175040543
"ENSMUSG00000038498",-3.96978031813176,1.79536808570969e-220,1.41997294051585e-219,12.189554356038
"ENSMUSG00000040610",0.703611563924808,1.50843207794594e-12,2.43025168113513e-12,12.4443810820383
"ENSMUSG00000041625",1.36114035434007,0,0,13.7455237424153
"ENSMUSG00000042292",-4.05901761483906,4.00285340258675e-64,1.4510343584377e-63,11.2062685976896
"ENSMUSG00000042353",-0.602965709450759,0.146964479588711,0.15592572834412,9.47492047066061
"ENSMUSG00000043800",1.60311590785984,3.94592034392315e-23,9.27824513300849e-23,6.0884714297296
"ENSMUSG00000043962",-4.20143492765351,1.58446906195174e-243,1.53165342655335e-242,12.298169093664
"ENSMUSG00000045237",0.525179297242296,0.000982654251477467,0.00113987893171386,10.3620545367773
"ENSMUSG00000045394",-3.49227416088329,0,0,10.4340553676688
"ENSMUSG00000047514",-3.99673506410695,2.26057345834172e-17,4.46977024717567e-17,10.6078018350775
"ENSMUSG00000049553",0.884010226427513,0.0201258790454855,0.0224480958584261,12.0072240054021
"ENSMUSG00000052865",-3.62655667513811,8.63712673834832e-07,1.10504415622986e-06,9.67274109862349
"ENSMUSG00000054932",-3.43643477315777,9.56180625550804e-18,1.93459800983535e-17,10.0775595095376
"ENSMUSG00000057497",-3.6165445371612,3.46981209071378e-06,4.3124807413157e-06,9.64975839862589
"ENSMUSG00000057899",-3.25456478006849,1.20250603371258e-31,2.98908642665698e-31,5.65832266950858
"ENSMUSG00000061292",1.13809791489448,9.14425234337175e-06,1.12049289277936e-05,11.0035427022154
"ENSMUSG00000062040",1.53689033194051,3.68987376318103e-18,7.64330993801785e-18,10.6399920220172
"ENSMUSG00000063388",1.00293854694246,0,0,12.0941107225445
"ENSMUSG00000064507",-3.18515809294513,2.39488473853242e-58,8.33419889009282e-58,11.2253139924952
"ENSMUSG00000073072",-0.597375069509063,0.517312061669508,0.529484110179379,3.15578699066105
"ENSMUSG00000073643",-3.61282739383499,1.28246335074095e-20,2.93616609248586e-20,10.1764678298348
"ENSMUSG00000074446",0.960732127071814,6.03619457973012e-09,8.6089988268282e-09,10.8237318519181
"ENSMUSG00000074781",-3.89611851480507,0,0,11.3566843765477
"ENSMUSG00000076474",-2.96059318854675,1.00088846926956e-45,2.90257656088172e-45,13.5169930559878
"ENSMUSG00000076902",1.47073817937564,1.45462965181262e-158,9.03948426483557e-158,13.8011367077288
"ENSMUSG00000078607",-4.13582414249987,0.000326786800836112,0.000384195292874888,6.59931430683128
"ENSMUSG00000079029",1.52998375108728,1.2346347187087e-140,6.71332628297856e-140,15.7408766495433
"ENSMUSG00000081687",-3.24796321323558,1.43779780288701e-15,2.60600851773271e-15,12.2391258585044
"ENSMUSG00000081950",-3.35451015879056,1.80249330099377e-19,3.92042292966145e-19,11.1535386839647
"ENSMUSG00000082415",-4.00698220113452,6.54354141683229e-74,2.71089572983052e-73,11.9595537109137
"ENSMUSG00000083200",-2.92164408358063,9.46972950463069e-142,5.4924431126858e-141,12.6129917881626
"ENSMUSG00000083527",-3.05392757851894,5.42908239924368e-40,1.52364570559419e-39,7.27206115801672
"ENSMUSG00000083727",0.791271805040947,0.0241696699236709,0.0266172314349287,7.05906106097275
"ENSMUSG00000084133",0.415382970830357,2.44502374000117e-06,3.08285602000148e-06,7.7376930517454
"ENSMUSG00000086004",-3.81982237398413,5.05404901983194e-10,7.45258075805727e-10,9.38266270694399
"ENSMUSG00000086335",1.66534174936734,2.69154636242331e-48,8.07463908726993e-48,14.7491376410111
"ENSMUSG00000086459",-3.89137672209183,1.08010815392012e-229,9.39694093910504e-229,8.18944894580856
"ENSMUSG00000087204",-3.75852398466241,1.19537492284718e-08,1.67738094012427e-08,3.95815033206829
"ENSMUSG00000087307",-3.69351644383343,1.50465039415429e-07,1.95379976554363e-07,11.3171560709311
"ENSMUSG00000087644",1.23776121926768,1.12603977468534e-15,2.0843714978218e-15,8.60698987683833
"ENSMUSG00000088848",-3.38977688286595,1.72950974925323e-49,5.37383386375111e-49,12.0687085786146
"ENSMUSG00000089396",-3.13115127137452,7.69574175366392e-65,2.91099796769027e-64,6.84105743423989
"ENSMUSG00000090374",1.31510184017675,0.00320162530215993,0.00366501843799887,9.69447281522867
"ENSMUSG00000091176",0.467029492511745,1.1924112347381e-07,1.5718148094275e-07,13.9838991882008
"ENSMUSG00000091193",-3.45317028338929,0,0,10.93758063364
"ENSMUSG00000091896",-3.75505105378477,3.34243219520454e-28,8.0775444717443e-28,11.8858516325319
"ENSMUSG00000092247",0.635857407279046,8.77143683514966e-12,1.36270536546075e-11,12.2435796894666
"ENSMUSG00000092837",-0.681233936099045,9.59812809664403e-05,0.000114388649918908,7.93762686658895
"ENSMUSG00000093134",1.45223049109438,5.42027950390937e-19,1.15015687034174e-18,15.0873567859918
"ENSMUSG00000093219",-3.7273787844042,1.10713203596919e-32,2.83295550380352e-32,10.3788332403304
"ENSMUSG00000093663",-2.93424834877262,1.15497564696692e-67,4.56740369482373e-67,9.85370520149566
"ENSMUSG00000094007",0.759538266929844,1.35933005761597e-12,2.23135311344508e-12,6.59392570930195
"ENSMUSG00000094403",-3.48786351657903,3.87530804167281e-11,5.91494385307955e-11,9.52377979309092
"ENSMUSG00000094462",-3.31424246663747,2.84323315436013e-38,7.7300401384166e-38,13.3270419579885
"ENSMUSG00000094557",1.41432481366767,1.37447354190025e-08,1.86842497102065e-08,11.0918067392501
"ENSMUSG00000094986",1.56913645959927,3.85019236825351e-15,6.44166800073183e-15,8.29001706290959
"ENSMUSG00000094989",1.41496973438189,8.60478952262822e-16,1.62742758362751e-15,7.41784412068653
"ENSMUSG00000095467",1.16193010330109,1.56041697667037e-189,1.13130230808602e-188,14.5333999177386
"ENSMUSG00000095640",0.453326555175246,0.00419196819601998,0.00473637965004855,11.3776603549742
"ENSMUSG00000096679",1.10065645018555,8.72070645287017e-77,3.79350730699852e-76,9.98682734544831
"ENSMUSG00000096875",-0.645063534607224,0.578182612702711,0.584905666338789,2.84570840832762
"ENSMUSG00000097506",-4.13983425705576,5.25686831038456e-09,7.62245905005761e-09,10.1317414059113
"ENSMUSG00000097596",1.00830487987869,2.09989873791248e-15,3.65382380396771e-15,8.45691622059498
