2988	7255
7255	9111
7255	9109
7255	9107
7255	9108
7255	9113
7255	9106
415	7255
2199	7255
7255	9133
7255	9112
7255	9132
7255	9135
7297	9127
7286	9127
2854	9127
4188	9127
3145	9127
7267	9132
7236	9128
7236	9120
2592	7236
7236	8634
7236	9107
7236	9108
7236	9106
4793	7236
7236	9109
1418	7236
7236	7689
7200	7236
7236	9111
7236	9113
7236	9112
7236	9257
1902	7236
7236	9133
7236	9118
7236	9117
7236	9126
3556	7236
7236	9132
7236	9135
7238	9428
4209	7238
308	7238
5586	7238
7238	9109
7238	7402
7238	9107
7238	9108
2797	7238
7238	9106
7238	9581
1327	7238
4047	7238
7238	9094
6869	7238
6447	7238
7238	7969
7238	7970
3723	7238
7238	9150
1252	7238
7238	9427
7238	9575
7238	9151
3958	7238
2773	7238
2777	7238
7238	8000
1369	7238
640	7238
2772	7238
6938	7238
7238	9111
7238	9113
7238	9112
3382	7238
2256	7238
3384	7238
5936	7238
2774	7238
7238	9133
7238	7578
7238	8422
3722	7238
1015	7238
7238	9125
7238	9246
7238	7266
5438	7238
7238	8740
6110	7238
5587	7238
7238	9091
7238	8771
6820	7238
7238	8805
7238	9100
7238	9101
538	7238
7238	7281
7238	9132
7238	8228
7249	9125
7249	9107
7249	9109
7249	9111
7249	9108
7249	9113
7249	9106
6084	9128
8898	9128
9128	9440
7239	9128
5147	9128
2854	9128
5454	7689
1566	5454
630	2216
630	2963
630	6954
630	6798
630	4851
630	3649
630	4406
630	9740
630	6813
106	6406
1232	6405
6405	6926
538	558
248	558
3107	3142
3142	3944
2362	3238
2362	4006
82	2362
2362	3480
2362	6586
2362	4451
2362	8346
2362	2663
1415	2362
923	2362
2362	9694
2362	5996
231	2362
2362	8770
2362	9262
2362	9460
2362	9445
2362	8775
2362	9636
2362	2393
2362	8036
2362	8140
2362	4876
235	2362
2362	7941
2362	5009
2362	3539
2362	6530
2362	8604
2362	8855
2362	6207
2362	2479
2362	2480
2362	2502
2362	5195
2362	3723
1623	2362
2362	9042
2362	4445
2362	4443
1373	2362
1684	2362
2362	6589
2362	2426
2362	9041
2362	2538
2362	8159
2362	8158
2362	7745
2362	5919
2251	2362
924	2362
2250	2362
2362	7945
2362	7944
2362	4279
2362	5452
2362	8934
2362	3724
2362	3080
2362	3457
1387	2362
1843	2362
2009	2362
2362	5102
2362	9577
2362	8547
2362	8285
2362	6118
2362	6937
2362	7312
2362	8088
1695	2362
2362	8144
2362	8142
2362	9485
2362	5592
2362	9484
2362	9481
1579	2362
478	2362
2362	6950
1696	2362
2362	5870
2362	4282
2362	6094
2362	5548
192	2362
757	2362
2362	2839
2362	2845
2362	2842
2362	5259
2362	8339
2362	4117
2362	2599
1263	5725
1263	3700
1256	1263
1263	1270
1263	1269
1263	8343
4565	9798
5049	9798
4564	9798
6976	9798
1463	9798
1268	1270
1268	1269
1268	5725
2218	9525
407	9525
6695	9525
7082	9525
5637	9525
2196	9525
631	9525
7242	9117
7242	9121
7242	9111
7242	9110
7242	9109
7242	9107
7242	9108
220	7242
7242	9106
4970	7242
7242	9175
7242	9113
7242	9101
7242	9112
7242	9132
7242	9135
2218	7243
7243	9111
7243	9109
7243	9107
7243	9108
7243	9113
7243	9106
5054	7243
7243	9135
8784	9530
1182	9530
2490	9530
4536	9529
2265	9529
2845	9529
5322	8118
4671	8118
7239	8971
7239	9109
7239	9107
7239	9108
7239	9106
7239	7970
7239	9116
2583	7239
7239	9118
7239	9111
4585	7239
1987	7239
7239	9112
7239	9113
7239	9133
7239	7923
2053	7239
89	7239
7239	9121
7239	9124
4642	7239
7239	9135
2815	9531
88	3568
2377	3568
1256	3568
3568	8140
235	3568
3568	3570
3568	3573
3568	3569
1277	3568
8077	9667
3738	8077
8077	9743
808	2349
2349	8244
2349	6660
234	2349
2349	5145
2349	8811
516	8490
515	8490
5883	8789
5883	5889
4524	5883
5883	8841
375	5883
1993	5883
5883	6967
6952	9444
7921	9444
4831	9444
1708	9444
3321	9444
9444	9740
3695	8071
3697	8071
8071	9486
3699	8071
7924	8071
4275	8071
3752	8071
7923	8071
5639	8071
5637	8071
37	8071
2005	8071
7032	8071
7933	8071
7008	8071
5402	8071
4472	8071
1455	8071
8071	9497
3685	8071
571	8071
2626	8071
3269	8071
7030	8071
3955	8071
4481	8071
5626	8071
7113	8071
6747	8071
808	8071
8071	8150
1652	8071
5059	8071
8071	8075
7483	8071
3819	8071
5780	8071
6502	8071
415	8071
3330	8071
8071	8238
3328	8071
2743	8071
5397	8071
5517	8071
3881	8071
8071	8821
2558	8071
2557	8071
2814	8071
3841	8071
8071	8649
8071	8153
3556	8071
8071	9101
7291	8071
1993	8071
6492	8071
2792	9443
3614	9443
8900	9443
7322	9443
2797	9443
7323	9443
5548	9443
3695	8075
2743	8075
8075	8253
3697	8075
3217	8076
1907	8076
4733	8076
6695	8076
7653	8076
4768	8076
1782	8076
112	8076
6492	8076
637	8076
5797	8076
4538	4761
4542	4761
4562	4761
4761	9222
3854	4761
1463	4761
1271	8465
5397	5929
6919	8801
6716	6919
3145	6918
1906	3932
1906	3066
1906	7770
1906	3186
1906	9532
433	7924
4786	8125
7728	8125
5435	6469
5435	8561
3355	5435
4222	4228
591	6382
591	7916
592	6382
592	5397
593	5517
4212	4228
1907	4212
4214	4228
1907	4214
1892	4214
1548	4214
4214	5207
4216	4228
4216	8621
1260	4216
4216	4681
4216	8985
1548	4216
4217	4228
4217	4238
3186	4217
4217	4681
4217	6856
4217	4881
4218	4228
4218	4236
3186	4218
4218	5664
4218	4681
4218	9101
3400	4218
1548	4218
7219	7969
4793	7219
7200	7219
6798	7219
7219	7922
7219	7923
3556	7219
