Microphone Wind Noise Detection - University of Salford - the Good Recording Project http://www.goodrecording.net 

Microphone Wind noise Analysis for input file /cygdrive/I/RecordStor2021/JamesBayLowlands_2021/NL/P71/P71-1/20210604_NapkenLk_duskdawn/20210604T212300-0400_SS.wav

Wind Noise Statistics, % number of frames with wind noise detected at the following Signal to noise Ratios (high values = good quality low values = bad quality). also presented is the range in Quality Degradation that each SNR range represents.

SNR range;	>20dB,	20 to 10dB,	10 to 0dB,	0 to -10dB,	-10 to -20dB,	<-20dB
Qual. Degradation;	<24%,	24 to 40%,	40 to 54%,	54 to 69%,	69 to 95%,	>95%
% of time in each SNR range;	100.0,	0.0,	0.0,	0.0,	0.0,	0.0

Wind noise time history

T(s)		Quality Degradation(%)	 dBA 
 1.0		0						  51
 2.0		0						  48
 3.0		0						  45
 4.0		0						  48
 5.0		0						  51
 6.0		0						  69
 7.0		0						  56
 8.0		0						  55
 9.0		0						  47
10.0		0						  46
11.0		0						  48
12.0		0						  42
13.0		0						  47
14.0		0						  46
15.0		0						  51
16.0		0						  65
17.0		0						  61
18.0		0						  47
19.0		0						  48
20.0		0						  51
21.0		0						  48
22.0		0						  49
23.0		0						  43
24.0		0						  49
25.0		0						  68
26.0		0						  58
27.0		0						  54
28.0		0						  45
28.9		0						  45
29.9		0						  44
30.9		0						  49
31.9		0						  51
32.9		0						  46
33.9		0						  66
34.9		0						  59
35.9		0						  49
36.9		0						  55
37.9		0						  47
38.9		0						  45
39.9		0						  45
40.9		0						  43
41.9		0						  64
42.9		0						  62
43.9		0						  47
44.9		0						  49
45.9		0						  51
46.9		0						  50
47.9		0						  57
48.9		0						  49
49.9		0						  44
50.9		0						  47
51.9		0						  65
52.9		0						  65
53.9		0						  54
54.9		0						  46
55.9		0						  43
56.9		0						  47
57.9		0						  48
58.9		0						  52
59.9		0						  55
60.9		0						  67
61.9		0						  48
62.9		0						  55
63.9		0						  60
64.9		0						  47
65.9		0						  49
66.9		0						  42
67.9		0						  45
68.9		0						  68
69.9		0						  58
70.9		0						  48
71.9		0						  45
72.9		0						  51
73.9		0						  44
74.9		0						  47
75.9		0						  45
76.9		0						  62
77.9		0						  66
78.9		0						  49
79.9		0						  46
80.9		0						  44
81.9		0						  45
82.9		0						  43
83.9		0						  47
84.9		0						  44
85.9		0						  52
86.8		0						  66
87.8		0						  49
88.8		0						  55
89.8		0						  46
90.8		0						  46
91.8		0						  46
92.8		0						  49
93.8		0						  49
94.8		0						  47
95.8		0						  59
96.8		0						  67
97.8		0						  53
98.8		0						  45
99.8		0						  50
100.8		0						  46
101.8		0						  51
102.8		0						  48
103.8		0						  63
104.8		0						  65
105.8		0						  49
106.8		0						  44
107.8		0						  52
108.8		0						  47
109.8		0						  51
110.8		0						  48
111.8		0						  52
112.8		0						  58
113.8		0						  67
114.8		0						  52
115.8		0						  50
116.8		0						  46
117.8		0						  55
118.8		0						  52
119.8		0						  50
120.8		0						  47
121.8		0						  64
122.8		0						  67
123.8		0						  50
124.8		0						  49
125.8		0						  56
126.8		0						  59
127.8		0						  58
128.8		0						  55
129.8		0						  54
130.8		0						  53
131.8		0						  54
132.8		0						  47
133.8		0						  46
134.8		0						  47
135.8		0						  50
136.8		0						  48
137.8		0						  46
138.8		0						  44
139.8		0						  49
140.8		0						  53
141.8		0						  47
142.8		0						  44
143.8		0						  45
144.8		0						  43
145.8		0						  51
146.8		0						  53
147.8		0						  46
148.8		0						  45
149.8		0						  50
150.8		0						  46
151.8		0						  52
152.8		0						  51
153.8		0						  49
154.8		0						  43
155.8		0						  47
156.8		0						  52
157.7		0						  57
158.7		0						  46
159.7		0						  51
160.7		0						  46
161.7		0						  46
162.7		0						  42
163.7		0						  47
164.7		0						  53
165.7		0						  47
166.7		0						  46
167.7		0						  45
168.7		0						  46
169.7		0						  50
170.7		0						  50
171.7		0						  49
172.7		0						  45
173.7		0						  47
174.7		0						  49
175.7		0						  54
176.7		0						  46
177.7		0						  48
178.7		0						  48
179.7		0						  47
180.7		0						  45
181.7		0						  52
182.7		0						  51
183.7		0						  48
184.7		0						  49
185.7		0						  50
186.7		0						  48
187.7		0						  45
188.7		0						  47
189.7		0						  43
190.7		0						  50
191.7		0						  51
192.7		0						  61
193.7		0						  57
194.7		0						  45
195.7		0						  44
196.7		0						  43
197.7		0						  45
198.7		0						  48
199.7		0						  45
200.7		0						  49
201.7		0						  48
202.7		0						  46
203.7		0						  42
204.7		0						  48
205.7		0						  48
206.7		0						  53
207.7		0						  49
208.7		0						  64
209.7		0						  44
210.7		0						  43
211.7		0						  44
212.7		0						  52
213.7		0						  48
214.7		0						  44
215.7		0						  44
216.6		0						  48
217.6		0						  44
218.6		0						  44
219.6		0						  44
220.6		0						  51
221.6		0						  47
222.6		0						  40
223.6		0						  46
224.6		0						  44
225.6		0						  43
226.6		0						  49
227.6		0						  61
228.6		0						  62
229.6		0						  53
230.6		0						  61
231.6		0						  49
232.6		0						  45
233.6		0						  49
234.6		0						  52
235.6		0						  51
236.6		0						  47
237.6		0						  58
238.6		0						  59
239.6		0						  44
240.6		0						  45
241.6		0						  52
242.6		0						  51
243.6		0						  53
244.6		0						  46
245.6		0						  67
246.6		0						  61
247.6		0						  67
248.6		0						  60
249.6		0						  51
250.6		0						  53
251.6		0						  55
252.6		0						  73
253.6		0						  59
254.6		0						  45
255.6		0						  51
256.6		0						  55
257.6		0						  51
258.6		0						  70
259.6		0						  66
260.6		0						  67
261.6		0						  58
262.6		0						  55
263.6		0						  47
264.6		0						  69
265.6		0						  52
266.6		0						  47
267.6		0						  46
268.6		0						  52
269.6		0						  54
270.6		0						  66
271.6		0						  72
272.6		0						  56
273.6		0						  55
274.6		0						  54
275.6		0						  54
276.6		0						  53
277.6		0						  71
278.6		0						  65
279.6		0						  48
280.6		0						  52
281.5		0						  46
282.5		0						  48
283.5		0						  44
284.5		0						  52
285.5		0						  68
286.5		0						  66
287.5		0						  47
288.5		0						  44
289.5		0						  51
290.5		0						  54
291.5		0						  68
292.5		0						  75
293.5		0						  56
294.5		0						  44
295.5		0						  44
296.5		0						  54
297.5		0						  51
298.5		0						  44
299.5		0						  48

Wind free regions from - to (s) using a Threshold of 25

0.00	300.53
