1 3.78 5477 151804.1 24.0
2 3.53 5390 152434.4 23.9
3 3.78 5417 151803.6 23.9
4 3.28 5432 153956.1 23.9
5 3.02 5500 154522.5 23.9
6 3.28 5596 156889.6 23.9
7 3.11 5557 156394.7 23.9
8 3.02 5565 159796.6 23.9
9 2.85 5667 158874.3 23.9
10 3.45 5684 160006.6 24.0
11 3.53 5628 160252.4 24.0
12 3.53 5638 160396.2 24.0
13 3.32 5627 163069.0 24.1
14 3.41 5637 163745.2 24.1
15 3.61 5663 165701.7 24.1
16 5.28 5656 165314.8 24.2
17 5.75 5612 166877.5 24.2
18 5.58 5595 167587.2 24.3
19 5.40 5721 169487.9 24.3
20 4.55 5810 168399.6 24.3
21 4.30 5828 169630.2 24.3
22 4.35 5901 170261.9 24.4
23 4.17 5891 170672.1 24.4
24 4.21 5883 170126.3 24.5
25 4.08 5891 171161.6 24.5
26 3.74 6001 172141.1 24.5
27 3.53 6102 173261.9 24.5
28 3.66 6051 173615.8 24.6
29 4.00 6088 175528.5 24.6
30 4.23 6029 177076.1 24.7
31 3.96 6091 176401.2 24.7
32 4.00 6096 177184.9 24.7
33 4.21 6107 180752.6 24.7
34 4.34 6113 181497.4 24.8
35 4.04 6217 182124.5 24.8
36 4.12 6201 184328.5 24.9
37 4.17 6295 184224.6 25.0
38 4.04 6305 186186.3 25.0
39 4.04 6320 187006.7 25.0
40 3.96 6355 186438.8 25.0
41 4.08 6337 187881.4 25.1
42 4.29 6360 188247.4 25.1
43 4.34 6355 189440.4 25.1
44 4.38 6390 190073.8 25.1
45 4.34 6385 192544.5 25.2
46 4.59 6503 192258.0 25.3
47 4.47 6489 193205.3 25.4
48 4.38 6525 195805.1 25.4
49 4.43 6583 197362.7 25.5
50 4.59 6643 197322.3 25.5
51 4.73 6680 199157.7 25.6
52 4.81 6765 200376.6 25.7
53 4.99 6800 198970.0 25.8
54 5.25 6905 200651.7 25.7
55 5.22 6820 203900.4 25.7
56 5.50 6810 203692.0 25.8
57 5.76 6894 205404.9 25.9
58 6.09 6930 207995.8 26.0
59 6.04 6965 209350.4 26.1
60 6.02 7048 211378.6 26.3
61 6.07 7097 212127.7 26.4
62 6.04 7121 214081.1 26.5
63 6.12 7175 215397.5 26.6
64 6.28 7156 215696.4 26.6
65 6.35 7193 215720.0 26.6
66 6.35 7215 216677.3 26.7
67 6.40 7251 217433.3 26.9
68 6.43 7356 216584.8 26.9
