ctd25200273:2.719250,0.581200,46.575000,31.920700,695.000000,40.000000,700.000000,49.000000,0.000000
ctd25200347:2.719270,0.581500,46.523000,31.920700,695.000000,40.000000,700.000000,49.000000,0.000000
ctd25200496:2.719290,0.581800,46.472000,31.920700,695.000000,40.000000,700.000000,49.000000,0.000000
ctd25200421:2.719270,0.581500,46.523000,31.920700,695.000000,40.000000,700.000000,49.000000,0.000000
ctd25200718:2.719310,0.582300,46.374000,31.920600,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25200645:2.719300,0.581900,46.419000,31.920800,695.000000,40.000000,700.000000,49.000000,0.000000
ctd25200794:2.719310,0.582300,46.374000,31.920600,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25200570:2.719290,0.581800,46.472000,31.920700,695.000000,40.000000,700.000000,49.000000,0.000000
ctd25200868:2.719320,0.582900,46.325000,31.920000,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25200945:2.719320,0.582900,46.325000,31.920000,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25200097:2.719400,0.585000,46.247000,31.919000,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25200020:2.719350,0.583700,46.287000,31.919700,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201321:2.719470,0.586500,46.197000,31.918400,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201398:2.719560,0.587500,46.162000,31.918500,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25200171:2.719400,0.585000,46.247000,31.919000,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201247:2.719470,0.586500,46.197000,31.918400,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201472:2.719610,0.588600,46.131000,31.918100,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201623:2.719650,0.589700,46.095000,31.917500,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201548:2.719610,0.588600,46.131000,31.918100,695.000000,63.000000,700.000000,43.000000,0.000000
ctd25201700:2.719710,0.590200,46.056000,31.917600,695.000000,63.000000,700.000000,43.000000,0.000000
