ctd22454510:3.556020,16.844700,0.857000,27.097200,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22454281:3.556000,16.844300,0.707000,27.097300,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22454433:3.556000,16.844400,0.780000,27.097300,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22454359:3.556000,16.844400,0.780000,27.097300,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22454584:3.556020,16.844700,0.857000,27.097200,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22455809:3.556000,16.845000,1.051000,27.096800,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22454659:3.556010,16.844900,0.949000,27.097000,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22455734:3.556000,16.845000,1.051000,27.096800,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22455112:3.555960,16.844200,1.344000,27.096900,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455037:3.555990,16.844400,1.249000,27.097100,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455887:3.556020,16.844700,1.154000,27.097100,695.000000,87.000000,700.000000,37.000000,0.000000
ctd22455961:3.556020,16.844700,1.154000,27.097100,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455261:3.555960,16.844200,1.438000,27.096900,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455186:3.555960,16.844200,1.344000,27.096900,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455336:3.555960,16.844200,1.438000,27.096900,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455414:3.556000,16.844400,1.531000,27.097100,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455641:3.555960,16.844500,1.727000,27.096600,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22456715:3.555960,16.844500,1.727000,27.096600,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455489:3.556000,16.844500,1.628000,27.096900,695.000000,78.000000,700.000000,53.000000,0.000000
ctd22455566:3.556000,16.844500,1.628000,27.096900,695.000000,78.000000,700.000000,53.000000,0.000000
