"0","60","120","180","240","300","360","420","480","540","600","660","720"
"1",115.331502517771,304.720962608186,654.234871575461,382.758189825544,319.270245152095,518.786773052939,146.840548224736,247.088232802168,461.338093251491,488.912184741107,156.064195376447,306.40621725621,132.952160328365
"2",99.21837576119,362.06458329079,730.919881079687,341.817706175323,210.454446555267,351.10502302395,231.107709856324,210.253567223253,394.015732422509,520.896478063741,131.286272082448,352.960104642396,155.777844489823
"3",117.078299021333,352.311639538404,837.021992494026,415.173293348239,393.179968188368,345.972648902758,175.565799247677,184.100512478319,430.089531358032,456.05770490943,109.339333940375,415.205187880376,150.269568805532
"4",144.679040446018,375.954687607756,671.705272971483,417.097796667439,334.814042832037,474.340907810005,210.421906452136,210.310868468344,426.955582259547,607.314934930542,169.894223640339,261.807353420284,141.635865657729
"5",136.154414669457,389.607465479308,497.483676024139,387.322725328424,317.219067589373,332.694147395958,127.997342247151,144.664729720618,536.868274795791,338.373401078366,122.64650449168,252.726326080631,178.140121368627
"6",106.308965335884,521.90712936631,465.264036774484,370.758548100124,250.670433789293,401.9023005132,190.748159555612,202.489543336919,430.623745744427,563.35926503466,142.019579873739,285.21350819494,118.10738665974
"7",103.337782520915,561.128650290381,605.814995423612,251.260984697054,314.976553794323,361.703299526846,165.233503822271,187.680283636949,377.063772890582,650.663247524314,176.155351968057,390.825636479926,162.985773222583
"8",147.807901161034,645.798797143761,354.435727113144,218.595647367343,1333.10643642476,435.763336829779,199.583976384836,864.624459321532,359.632751385956,701.141614197981,510.235615392226,637.052387960537,371.203866060959
"9",130.894005889588,865.500346317555,426.694036410107,289.418572667939,1456.88107598803,515.690729228209,239.241179193928,902.848795024895,565.682350836908,714.202225930946,328.249143825558,477.054748179443,442.062805828799
"10",136.148197091718,558.027767880693,500.254675905202,222.310201751319,1282.23656320784,531.110331679237,128.048378109028,745.72428315775,823.160014098591,784.867716551905,648.843671179936,740.299948456346,444.34169865645
"11",161.243870948111,655.949592732406,509.293365696561,247.43438028869,1067.31689326419,609.729557263833,219.197727833246,767.786211203742,765.943637247558,925.363156620224,632.091245827221,446.065098845791,382.223012645221
"12",153.780403276233,608.270119546334,534.984407823694,285.368445223137,1469.46195278464,496.643200609755,234.864786952725,663.621372716834,853.078064989144,806.698210835073,725.911797555858,389.653234502838,450.517986803073
"13",171.178889287975,658.730758674325,495.359348187354,273.24842464298,925.781061749567,442.748790163898,211.02771322362,1087.22018462793,814.054520638812,730.753221327617,580.05095486583,698.199429647608,541.673228786243
"14",169.725515323252,648.740047379849,438.1824431678,284.815717874839,1535.81833497092,424.38064079206,229.750039125817,1166.83901395851,1060.34384957288,680.759041012663,541.230811387269,591.579199898816,443.223060324933
"15",140.73823819245,621.030978734635,568.375428830051,253.746222244387,1218.36458744575,541.25444260985,283.226151680662,733.585763867125,592.495449109368,753.266477165447,618.804973092185,336.807131609594,233.513968186028
"16",108.301641447635,720.922971941425,465.986822514472,227.380631026186,1111.45297947708,475.88087199261,216.603704932001,850.293023141555,705.494879860079,775.652239949898,666.758659644142,690.977100777393,419.061770035129
"17",163.998114473147,602.480197729063,399.299552762245,232.438435672694,1041.55956439133,548.265256004171,180.658049934525,1134.60240975953,675.612259521869,807.485313253994,648.29243408409,455.722727811535,324.415733846935
"18",129.649832328472,596.127954730339,518.707802108531,186.619193784568,1087.89676788854,462.338672488555,220.011852265307,1058.14781603324,828.84041470172,875.677932275847,493.257358478479,455.119846447465,306.860343463054
"19",54.7755026187563,233.409464538375,633.184134243425,473.568091303178,492.090300706609,299.875541475801,437.429602979269,505.000915667069,333.191536006784,383.989798055865,169.636160093562,321.821928217128,203.738598321416
"20",54.6608909839192,213.44847967118,376.041448112619,637.902375447649,668.156043621163,247.137188981672,466.805001939809,395.685706337406,355.129575357969,257.362208139593,128.817284035052,388.500034206134,221.781111606301
"21",66.7281773834863,175.806357209161,740.916057604755,727.432954277684,600.716179718898,353.130777185684,219.72444054322,606.658947370851,437.288812201563,257.69063586382,120.043350151454,413.202730516257,222.734564689949
"22",71.3542446041739,249.71394331982,648.049559216102,614.197174749195,519.400504892352,376.26367494027,398.046915022625,318.222248493864,452.340962399362,223.530159133243,140.156839497356,447.670077586066,213.04766008911
