"","V1","V2"
"1",2.37354618925767,2.37963332277588
"2",3.18364332422208,3.04211587314424
"3",2.16437138758995,2.08907835144755
"4",4.59528080213779,3.15802877240407
"5",3.32950777181536,2.34541535608118
"6",2.17953161588198,4.76728726937265
"7",3.48742905242849,3.71670747601721
"8",3.73832470512922,3.91017422949523
"9",3.57578135165349,3.38418535782634
"10",2.69461161284364,4.68217608051942
"11",4.51178116845085,2.36426354605102
"12",3.38984323641143,2.53835526963943
"13",2.3787594194582,4.43228223854166
"14",0.7853001128225,2.34930364668963
"15",4.12493091814311,2.79261925639803
"16",2.95506639098477,2.60719207055802
"17",2.98380973690105,2.68000713145149
"18",3.9438362106853,2.72088669702344
"19",3.82122119509809,3.49418833126783
"20",3.59390132121751,2.82266951773039
"21",3.91897737160822,2.49404253788574
"22",3.78213630073107,4.34303882517041
"23",3.07456498336519,2.78542059145313
"24",1.01064830413663,2.82044346995661
"25",3.61982574789471,2.89980925878644
"26",5.943871260471,6.71266630705141
"27",5.84420449329467,5.92643559587367
"28",4.52924761610073,5.96236582853295
"29",5.52184994489138,5.31833952124434
"30",6.4179415601997,5.67572972775368
"31",7.35867955152904,6.06016044043452
"32",5.897212272657,5.41110551374034
"33",6.38767161155937,6.53149619263257
"34",5.9461949594171,4.48160591821321
"35",4.62294044317139,6.30655786078977
"36",5.58500543670032,4.46355017646241
"37",5.60571004628965,5.69902387316339
"38",5.94068660328881,5.47172009555499
"39",7.10002537198388,5.347905219319
"40",6.76317574845754,5.94310322215261
"41",5.83547640374641,4.08564057431999
"42",5.74663831986349,7.17658331201856
"43",6.69696337540474,4.335027563788
"44",6.55666319867366,5.53646959852761
"45",5.31124430545048,4.88407989495715
"46",5.29250484303788,5.24918099880655
"47",6.36458196213683,8.08716654562835
"48",6.76853292451542,6.01739561969325
"49",5.88765378784977,4.71369946956567
"50",6.88110772645422,4.35939446558142
"51",9.39810588036707,9.45018710127266
"52",8.38797360674923,8.98144016728536
"53",9.34111969142442,8.68193162545615
"54",7.87063690391921,8.0706378525463
"55",10.433023701701,7.51253968985852
"56",10.9803998985059,7.92480770338432
"57",8.63277852353349,10.0000288037139
"58",7.95586537368347,8.37873330520318
"59",9.56971962744241,7.61557315261551
"60",8.86494539611918,10.8692906224236
"61",11.4016177605048,9.42510037737245
"62",8.96075999726683,8.76135289908697
"63",9.68973936245078,10.058483048709
"64",9.02800215878067,9.88642265137494
"65",8.25672679111759,8.38075695176885
"66",9.18879229951434,11.2061024645405
"67",7.19504137110896,8.74497296985898
"68",10.4655548615629,7.57550534978719
"69",9.1532533382119,8.85560039804578
"70",11.1726116703622,9.20753833923234
"71",9.47550952889966,11.3079783990594
"72",8.29005356907819,9.10580236789371
"73",9.61072635348905,9.45699880542341
"74",8.06590236835575,8.92284706464347
"75",7.7463665997609,8.66599915763346
"76",12.2914462355175,11.9652739716887
"77",11.5567081267816,12.7876396056302
"78",12.0011053516316,14.0752450086523
"79",12.0743413241517,13.0273924387638
"80",11.4104790538119,13.2079083983867
"81",11.4313312671815,10.768676578442
"82",11.8648213848762,12.9838955700534
"83",13.1780869965732,12.2199248036607
"84",10.4764331995702,10.5327499709078
"85",12.5939461876284,12.5210227426481
"86",12.3329503712135,11.841245395284
"87",13.0630998372764,13.4645873119698
"88",11.6958160763657,11.2339180003953
"89",12.3700188099163,11.5697882460715
"90",12.2670987907722,11.0738905026226
"91",11.4574799690084,11.8228960385635
"92",13.2078678059832,12.4020117794863
"93",13.160402615695,11.2682518268804
"94",12.700213649515,12.8303731679817
"95",13.5868334545408,10.7919172136955
"96",12.5584864255653,10.9520155871923
"97",10.723407791542,13.4411577068443
"98",11.4267345857631,10.9841525346954
"99",10.7753873851016,12.4119747123175
"100",11.5265993635607,11.6189239488911
