"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",1,0.909090909090909,0.879284649776453,0.909090909090909,0.909090909090909,0.893939393939394,0.893682588597843,0.894886363636364,0.878274268104776,0.909090909090909,0.909090909090909,0.894660894660894,0.909090909090909,0.909090909090909,0.693374422187981,0.909090909090909,0.862068965517241,0.909090909090909,0.909090909090909,0.909090909090909,0.0626959247648903,0.909090909090909,0.0745156482861401,0.893682588597843,0.909090909090909,0,0.0303030303030303,0,0.0293255131964809,0.014903129657228,0,0,0,0.0308166409861325,0,0,0,0,0,0.0137741046831956,0.0162337662337662,0,0.0174825174825175,0,0,0,0,0,0.029806259314456,0.0559440559440559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.909090909090909,1,0.881118881118881,0.909090909090909,0.909090909090909,0.895104895104895,0.895522388059701,0.895915678524374,0.880681818181818,0.909090909090909,0.909090909090909,0.895915678524374,0.909090909090909,0.909090909090909,0.703812316715542,0.909090909090909,0.882352941176471,0.909090909090909,0.909090909090909,0.909090909090909,0.0577200577200577,0.909090909090909,0.0550964187327824,0.894886363636364,0.909090909090909,0,0.027972027972028,0,0.0131752305665349,0.0142045454545455,0,0,0,0.025974025974026,0,0,0,0,0,0.025974025974026,0.014903129657228,0,0.0275482093663912,0,0,0,0,0,0.0263504611330698,0.0256081946222791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.879284649776453,0.881118881118881,1,0.878787878787879,0.881953867028494,0.894886363636364,0.909090909090909,0.867768595041322,0.909090909090909,0.87719298245614,0.88023088023088,0.909090909090909,0.881542699724518,0.881118881118881,0.718475073313783,0.881542699724518,0.879284649776453,0.895104895104895,0.909090909090909,0.909090909090909,0.12987012987013,0.895522388059701,0.127840909090909,0.909090909090909,0.909090909090909,0.0293255131964809,0.0733137829912023,0.0131752305665349,0.067842605156038,0.0770416024653313,0.014903129657228,0.0284090909090909,0.0284090909090909,0.0839160839160839,0.0146627565982405,0.0303030303030303,0.012987012987013,0.0303030303030303,0.0156739811912226,0.0658761528326746,0.0637958532695375,0.014903129657228,0.0783699059561128,0.0146627565982405,0.0293255131964809,0.0293255131964809,0.0293255131964809,0.029806259314456,0.0710227272727273,0.0577200577200577,0,0,0,0,0,0.0271370420624152,0,0,0,0,0,0,0,0,0,0,0,0.0146627565982405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.909090909090909,0.909090909090909,0.878787878787879,1,0.909090909090909,0.894187779433681,0.893939393939394,0.894660894660894,0.880681818181818,0.909090909090909,0.909090909090909,0.895316804407713,0.909090909090909,0.909090909090909,0.733652312599681,0.909090909090909,0.864381520119225,0.909090909090909,0.909090909090909,0.909090909090909,0.0770416024653313,0.909090909090909,0.0745156482861401,0.894660894660894,0.909090909090909,0.0151515151515152,0.0454545454545455,0,0.0401069518716578,0.0308166409861325,0,0,0,0.0413223140495868,0,0,0,0,0,0.0275482093663912,0.0308166409861325,0.0137741046831956,0.0313479623824451,0,0,0,0,0,0.0275482093663912,0.041958041958042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.909090909090909,0.909090909090909,0.881953867028494,0.909090909090909,1,0.895915678524374,0.895522388059701,0.896103896103896,0.881542699724518,0.909090909090909,0.909090909090909,0.896286811779769,0.909090909090909,0.909090909090909,0.738636363636364,0.909090909090909,0.867768595041322,0.909090909090909,0.909090909090909,0.909090909090909,0.0979020979020979,0.909090909090909,0.0935828877005347,0.895522388059701,0.909090909090909,0.0131752305665349,0.0550964187327824,0,0.0384122919334187,0.0413223140495868,0,0,0,0.0519480519480519,0,0,0,0,0,0.0378787878787879,0.0454545454545455,0.0131752305665349,0.0426136363636364,0,0,0,0,0,0.038961038961039,0.0378787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.893939393939394,0.895104895104895,0.894886363636364,0.894187779433681,0.895915678524374,1,0.909090909090909,0.909090909090909,0.894660894660894,0.893939393939394,0.89572192513369,0.895915678524374,0.894428152492669,0.909090909090909,0.718475073313783,0.895316804407713,0.894187779433681,0.909090909090909,0.909090909090909,0.895104895104895,0.0894187779433681,0.895316804407713,0.101010101010101,0.894886363636364,0.893682588597843,0.0144300144300144,0.041958041958042,0,0.0275482093663912,0.044709388971684,0.0137741046831956,0.014903129657228,0.014903129657228,0.0407055630936228,0.0135685210312076,0,0,0,0.0165289256198347,0.0271370420624152,0.0308166409861325,0.027972027972028,0.0162337662337662,0.0142045454545455,0.0144300144300144,0.0146627565982405,0.0146627565982405,0.0154083204930663,0.0413223140495868,0.0527009222661397,0,0,0,0,0,0.0144300144300144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.893682588597843,0.895522388059701,0.909090909090909,0.893939393939394,0.895522388059701,0.909090909090909,1,0.895316804407713,0.909090909090909,0.894886363636364,0.894886363636364,0.909090909090909,0.894428152492669,0.896103896103896,0.715350223546945,0.89572192513369,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909,0.109717868338558,0.89572192513369,0.113636363636364,0.909090909090909,0.909090909090909,0.0284090909090909,0.0559440559440559,0,0.041958041958042,0.0462249614791988,0.013986013986014,0.0135685210312076,0.014903129657228,0.0568181818181818,0.0142045454545455,0.013986013986014,0,0.014903129657228,0,0.0519480519480519,0.0318979266347687,0.0288600288600289,0.0606060606060606,0,0.0142045454545455,0.0144300144300144,0.013986013986014,0.0146627565982405,0.041958041958042,0.0559440559440559,0,0,0,0,0,0.013986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.894886363636364,0.895915678524374,0.867768595041322,0.894660894660894,0.896103896103896,0.909090909090909,0.895316804407713,1,0.867132867132867,0.895316804407713,0.896103896103896,0.883838383838384,0.89572192513369,0.909090909090909,0.674931129476584,0.896286811779769,0.881542699724518,0.909090909090909,0.909090909090909,0.894886363636364,0.0949796472184532,0.896103896103896,0.106951871657754,0.881542699724518,0.895316804407713,0.0135685210312076,0.0527009222661397,0,0.0395256916996047,0.0426136363636364,0.0135685210312076,0.0137741046831956,0.013986013986014,0.0519480519480519,0.0133689839572192,0,0,0,0.014903129657228,0.049813200498132,0.029806259314456,0.0275482093663912,0.0432900432900433,0.0133689839572192,0.0133689839572192,0.0135685210312076,0.0133689839572192,0.0154083204930663,0.0395256916996047,0.0527009222661397,0,0,0,0,0,0.0131752305665349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.878274268104776,0.880681818181818,0.909090909090909,0.880681818181818,0.881542699724518,0.894660894660894,0.909090909090909,0.867132867132867,1,0.879284649776453,0.881118881118881,0.909090909090909,0.879765395894428,0.880681818181818,0.712121212121212,0.881118881118881,0.865102639296188,0.894660894660894,0.909090909090909,0.909090909090909,0.138674884437596,0.895316804407713,0.142045454545455,0.909090909090909,0.909090909090909,0.0426136363636364,0.0699300699300699,0.0137741046831956,0.0710227272727273,0.0745156482861401,0.014903129657228,0.029806259314456,0.0303030303030303,0.0839160839160839,0.0142045454545455,0.0308166409861325,0.0137741046831956,0.0308166409861325,0.0168350168350168,0.067842605156038,0.0626959247648903,0.0288600288600289,0.0770416024653313,0.0144300144300144,0.0271370420624152,0.0288600288600289,0.0288600288600289,0.0318979266347687,0.0721500721500721,0.0721500721500721,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.909090909090909,0.909090909090909,0.87719298245614,0.909090909090909,0.909090909090909,0.893939393939394,0.894886363636364,0.895316804407713,0.879284649776453,1,0.909090909090909,0.895316804407713,0.909090909090909,0.909090909090909,0.705329153605016,0.909090909090909,0.864381520119225,0.909090909090909,0.909090909090909,0.909090909090909,0.0757575757575757,0.909090909090909,0.102639296187683,0.894660894660894,0.909090909090909,0.0146627565982405,0.0577200577200577,0,0.041958041958042,0.0462249614791988,0,0,0,0.0586510263929619,0,0,0,0,0,0.0413223140495868,0.0478468899521531,0.0144300144300144,0.0495867768595041,0,0,0,0,0,0.0426136363636364,0.0559440559440559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
