"","V1","V2"
"1",2.03806658408012,3.61735004847214
"2",2.70747427712153,2.59492248730665
"3",3.25878821624125,4.05310376278932
"4",1.84786811408487,3.60228424623294
"5",3.19578282628638,4.01746117679617
"6",3.03012394460163,3.60816731801202
"7",3.08541773161227,3.20673599544651
"8",4.11661021271527,1.10227270820599
"9",1.78114258442201,2.31741716832174
"10",4.26736872208989,3.48133841544876
"11",2.25521840386486,2.53696896199754
"12",1.86878142916426,2.72025830421998
"13",2.28364150996702,2.58630985544885
"14",3.25265236964621,4.61876652099431
"15",3.1520457066556,2.27894428913619
"16",2.69234357032158,2.54690684267191
"17",2.04698266909188,3.01425716081172
"18",2.35175718855153,3.21576462119531
"19",4.22431362428058,3.18887019529311
"20",3.19981160798297,2.94985150566489
"21",2.42151627814003,1.50458036808119
"22",2.05769926652246,3.3678377528336
"23",2.79627182033801,3.51714402217558
"24",1.33352515996984,2.51566453494897
"25",2.51554489084901,3.67485561592317
"26",5.2589273392784,5.23755139476793
"27",7.16061577924134,6.38607379083817
"28",7.01206712493423,5.33599665535753
"29",5.92792152591344,4.27565580484573
"30",4.86321770190068,7.15631907930311
"31",6.90062472898267,6.69350658987136
"32",6.85177044709222,6.14315635616751
"33",6.72771517415448,7.4928135601807
"34",6.73650214568861,4.3678465210425
"35",5.64787038305431,6.12784602334533
"36",6.70551551348551,3.59633627286994
"37",7.30035798873208,7.44392825556698
"38",6.03825201414427,5.12110694969209
"39",5.02071623000372,4.69356167278435
"40",6.79376123087253,5.12280100741313
"41",6.78650687200945,4.83561954051045
"42",5.6895368690407,4.01765231994462
"43",7.6988848455591,5.0100557651364
"44",5.20540629145072,5.8483153988341
"45",6.34843771618003,6.91250679064876
"46",3.73459892648222,6.40766980824451
"47",5.83779472097175,4.75781562479495
"48",7.13086499145889,5.35730558810919
"49",5.54445402373954,7.93024368882515
"50",5.10083368446113,6.4101993640142
"51",9.72683890173125,7.70865067902829
"52",8.19055909813476,11.6350453747653
"53",9.26708511595523,9.48707228823025
"54",7.26273628946641,9.85389231794587
"55",7.58857486419113,10.0884427054513
"56",8.54644877322151,9.22601395708883
"57",7.96450872463194,9.06819883756206
"58",10.3621428932593,8.01518446734398
"59",9.91745673697502,7.68914557815626
"60",8.21485783892317,11.4640553352302
"61",9.57351817314727,8.33457193013893
"62",9.91819620773777,9.91286264802263
"63",9.25628727298573,9.96466422628936
"64",9.35196655593757,10.6080029371317
"65",10.1743373570956,10.8353995249022
"66",8.5191536247108,9.70246273324454
"67",8.5811702778644,10.217854078754
"68",9.95511280322035,7.87634617085375
"69",7.71099338905213,9.66833011553932
"70",9.18619743307504,10.2164114883365
"71",8.96867449805277,9.23457535394817
"72",9.46709730984657,8.58130341249761
"73",10.0241976742046,9.23822008996179
"74",9.2673584522344,8.44941180792959
"75",9.2318261028602,8.49939723147806
"76",12.7475924645224,13.1638974920419
"77",13.2170685105242,14.1555369544259
"78",12.3833583451683,10.2908429908975
"79",11.0119471784079,10.3991773848766
"80",11.8431470898032,10.9614465865373
"81",13.7355352162481,12.3230942206113
"82",11.6477016944999,11.1111528462648
"83",12.6886400441257,12.3936789818851
"84",13.2244060958027,12.2365414680669
"85",12.7942963033035,11.5695031865131
"86",11.9935976015783,11.4520668736649
"87",12.219150635167,10.6777483411645
"88",11.1135362489946,12.6821267493812
"89",12.4397602913719,14.162789481532
"90",11.1136102493345,11.5833303507073
"91",11.146181545645,10.6426821030734
"92",11.0100056692515,11.3287735380805
"93",11.3491222630761,12.6499182434529
"94",13.053946660494,12.7712911747711
"95",11.6091219665692,14.676631927184
"96",11.9294136063899,10.6291285787462
"97",11.537949190503,12.0577591454958
"98",12.5409082669903,11.8029324918324
"99",12.9316349709265,10.7384823744778
"100",11.7907256547916,11.3375574383635
