"","V1","V2"
"1",2.10308545337502,4.07445940641284
"2",3.18484918464674,3.26059783509216
"3",4.58784533120882,2.68572801982808
"4",1.86962432575371,2.25036990451692
"5",2.91974824344901,2.13780167031419
"6",3.13242028438109,5.04804030304848
"7",3.70795472927173,3.93992007761338
"8",2.76030197582816,5.00868711591535
"9",4.98447393665293,2.57862642759465
"10",2.86121298788034,2.64916557685214
"11",3.41765075079256,1.97261940191324
"12",3.98175277746366,2.74948087327971
"13",2.60730464449619,3.47185946611694
"14",1.96033102305109,4.35893982099812
"15",4.78222896030857,3.56416860268364
"16",0.688930915394833,3.45598009048122
"17",3.87860458092126,4.23095366302092
"18",3.03580671801523,4.14713684772712
"19",4.01282869212708,3.10659804092742
"20",3.43226515453962,2.21668334299138
"21",5.09081920524915,4.24119982707737
"22",1.80007418035613,3.13885841910351
"23",4.58963820029007,4.71063158823657
"24",4.95465164222325,2.56935902527701
"25",3.00493777682814,1.95577041907294
"26",3.54829361215387,6.53757952458053
"27",6.47723730261362,5.33041401284977
"28",5.4034418313686,6.63880561143831
"29",6.79220327029965,4.27601016550743
"30",6.28963671017735,4.25756991965909
"31",6.73893860376212,6.68980417328299
"32",6.31896040109765,6.33096317717347
"33",7.076164353812,6.87106770894805
"34",5.71584227951175,3.98375441778656
"35",5.22332472602024,7.21257910351036
"36",5.40433950130822,7.20049469882194
"37",4.27402022085397,7.03206832593544
"38",5.09741552023631,6.78641025617722
"39",5.44093808509953,8.11007351377927
"40",5.75348743266648,4.54619015318671
"41",5.61641377156856,5.41689615186935
"42",4.04089682483287,6.4097239825503
"43",5.15829493986439,5.19301836458576
"44",7.90354746734764,6.08555044085451
"45",6.62249393012074,6.74624316863974
"46",7.99092043558031,5.34632693866892
"47",5.69451627515855,6.65710598330196
"48",5.90915576479924,6.54990923500971
"49",5.81583854844874,5.19327064156733
"50",4.80123223469259,5.00262028272376
"51",8.16171285239796,9.97589063842626
"52",11.0663013557312,8.83057681929929
"53",8.43775294665751,9.72219177943747
"54",10.2757155118509,8.1555813930875
"55",7.95242737300502,10.2772936850011
"56",7.03412175855267,7.65688945081978
"57",8.67702890624003,9.7653406688607
"58",9.93586252680863,9.46420256998037
"59",10.1392298027341,9.26799327804053
"60",10.671618767326,9.66752268713524
"61",7.21175779323515,9.39846728386378
"62",11.0312425187552,8.36192896906993
"63",8.29685566700612,8.73228709597649
"64",9.15816476256012,9.35987956488571
"65",9.50623479748072,7.68713390605929
"66",8.1800048943838,8.11603039033129
"67",7.00115300503588,11.0770947945846
"68",8.52070740854836,6.90077436779902
"69",9.08417990432224,7.76149403467172
"70",8.10451338933669,9.99043308966404
"71",8.07872433449226,10.0886618631981
"72",9.33044950346532,9.83985225418826
"73",8.85833919106392,9.05685863868339
"74",9.4348477615027,9.32387805118027
"75",8.94627737398282,8.09533133240905
"76",11.0928896244065,11.3478161516299
"77",13.3035122324223,11.7375453620391
"78",12.7717897755399,11.0653371590943
"79",13.0525255953076,12.8211612126342
"80",10.5899616593363,10.3757408265401
"81",12.9959845897778,10.9695963305197
"82",10.304235096621,10.738070688027
"83",11.4666278574528,12.3921846258965
"84",10.6277305488569,10.8685617383463
"85",9.79208022119536,12.5441444840082
"86",13.8221225187536,13.1766089347346
"87",11.3466065891812,12.025228569239
"88",11.7153187806449,12.515133169692
"89",11.6130503963551,11.3458902399826
"90",12.3866949746461,12.5036419908276
"91",13.6003908515395,10.7278807776716
"92",13.6811549557668,11.9232288463013
"93",10.8163936117727,10.6546806243206
"94",10.6415427464368,11.7336824397538
"95",10.487329205279,13.0875629950195
"96",10.7468951006308,12.7005677954152
"97",13.9593570771456,11.5572404853596
"98",12.0076458721328,11.2114800341121
"99",11.1573848024104,11.1432242902256
"100",11.3988398948477,11.2535809853766
