MZ504301.1 , 1 
MZ504355.1 , 1 
MZ504306.1 , 1 
MZ504354.1 , 1 
MZ504302.1 , 1 
MZ504303.1 , 1 
MZ504328.1 , 1 
MZ504318.1 , 1 
MZ504313.1 , 1 
MZ504311.1 , 1 
MZ504312.1 , 1 
MZ504309.1 , 1 
MZ504322.1 , 1 
MZ504319.1 , 1 
MZ504321.1 , 1 
MZ504298.1 , 1 
MZ504327.1 , 1 
MZ504325.1 , 1 
MZ504335.1 , 1 
MZ504317.1 , 1 
MZ504324.1 , 1 
MZ504347.1 , 1 
MZ504349.1 , 1 
MZ504351.1 , 1 
MZ504333.1 , 1 
MZ504310.1 , 1 
MZ504350.1 , 1 
MZ504329.1 , 1 
MZ504326.1 , 1 
MZ504300.1 , 1 
MZ504330.1 , 1 
MZ504316.1 , 1 
MZ504320.1 , 1 
MZ504353.1 , 1 
MZ504307.1 , 1 
MZ504336.1 , 1 
MZ504348.1 , 1 
MZ504323.1 , 1 
MZ504334.1 , 1 
MZ504308.1 , 1 
MZ504332.1 , 1 
MZ504314.1 , 1 
MZ504331.1 , 1 
MZ504343.1 , 1 
MZ504304.1 , 1 
MZ504299.1 , 1 
MZ504342.1 , 1 
MZ504341.1 , 2 
MZ504337.1 , 3 
MZ504340.1 , 4 
MZ504339.1 , 4 
MZ504315.1 , 4 
MZ504305.1 , 4 
MZ504346.1 , 4 
MZ504338.1 , 4 
MZ504345.1 , 4 
MZ504352.1 , 4 
MZ504344.1 , 4 
MZ504362.1 , 5 
MZ504363.1 , 5 
MZ504358.1 , 6 
MZ504359.1 , 6 
MZ504357.1 , 6 
MZ504356.1 , 6 
MZ504360.1 , 6 
MZ504361.1 , 6 
MZ504364.1 , 7 
MZ504365.1 , 7 
MZ051516.1 , 8 
MZ051551.1 , 8 
MZ051549.1 , 8 
MZ051272.1 , 8 
MZ051073.1 , 8 
MZ051049.1 , 8 
MZ051186.1 , 8 
MZ504366.1 , 9 
MZ504496.1 , 10 
MZ504487.1 , 10 
MZ504484.1 , 10 
MZ504573.1 , 10 
MZ504538.1 , 10 
KU568830.1 , 10 
JN026709.1 , 10 
MZ504522.1 , 10 
MZ504523.1 , 10 
MZ504488.1 , 10 
MZ504529.1 , 10 
MZ504527.1 , 10 
JN026710.1 , 10 
MZ504511.1 , 10 
MZ504514.1 , 10 
MZ504560.1 , 10 
MZ504497.1 , 10 
MZ504489.1 , 10 
MZ504524.1 , 10 
MZ504518.1 , 10 
MZ504498.1 , 10 
MZ504513.1 , 10 
MZ504512.1 , 10 
MZ504485.1 , 10 
MZ504486.1 , 10 
MZ504520.1 , 10 
MZ504521.1 , 10 
KU568829.1 , 10 
MZ504526.1 , 10 
MZ504519.1 , 10 
MZ504559.1 , 10 
MZ504501.1 , 10 
MZ504574.1 , 10 
MZ504490.1 , 10 
MZ504483.1 , 10 
MZ504491.1 , 10 
MZ504515.1 , 10 
MZ504525.1 , 10 
MZ504535.1 , 10 
MZ504533.1 , 10 
MZ504534.1 , 10 
MZ504536.1 , 10 
MZ504528.1 , 10 
MZ504537.1 , 10 
MZ504568.1 , 10 
MZ504500.1 , 10 
MZ504530.1 , 10 
MZ504531.1 , 10 
MZ504532.1 , 10 
MZ504503.1 , 10 
MZ504502.1 , 10 
MZ504517.1 , 10 
MZ504562.1 , 10 
MZ504561.1 , 10 
MZ504510.1 , 10 
MZ504563.1 , 10 
MZ504565.1 , 10 
MZ504564.1 , 10 
MZ504566.1 , 10 
MZ504508.1 , 10 
MZ504509.1 , 10 
MZ504499.1 , 10 
MZ504567.1 , 10 
MZ504495.1 , 10 
MZ504569.1 , 10 
OR732914.1 , 11 
MZ504539.1 , 12 
OR732911.1 , 13 
OR732921.1 , 14 
MZ504516.1 , 14 
OR732923.1 , 14 
OR732922.1 , 14 
OR732918.1 , 14 
MZ504504.1 , 15 
MZ504505.1 , 15 
MZ504553.1 , 15 
MZ504554.1 , 15 
MZ504552.1 , 15 
MZ504540.1 , 15 
MZ504542.1 , 15 
MZ504507.1 , 15 
MZ504548.1 , 15 
MZ504556.1 , 15 
MZ504605.1 , 15 
MZ504604.1 , 15 
MZ504603.1 , 15 
MZ504607.1 , 15 
MZ504546.1 , 15 
MZ504547.1 , 15 
MZ504493.1 , 15 
MZ504541.1 , 15 
MZ504506.1 , 15 
OR732926.1 , 15 
MZ504492.1 , 15 
MZ504544.1 , 15 
OR732920.1 , 15 
MZ504494.1 , 15 
MZ504545.1 , 15 
MZ504550.1 , 15 
MZ504551.1 , 15 
MZ504557.1 , 15 
MZ504543.1 , 15 
OR732924.1 , 15 
OR732913.1 , 15 
OR732925.1 , 15 
OR732916.1 , 15 
OR732917.1 , 15 
OR732912.1 , 15 
OR732919.1 , 15 
MZ504555.1 , 16 
MZ504606.1 , 17 
OR732915.1 , 18 
MZ504558.1 , 19 
MZ504549.1 , 20 
MZ504595.1 , 21 
MZ504591.1 , 22 
MZ504588.1 , 22 
MZ504592.1 , 22 
MZ504590.1 , 22 
MZ504594.1 , 22 
MZ504579.1 , 22 
MZ504580.1 , 22 
MZ504577.1 , 22 
MZ504576.1 , 22 
MZ504578.1 , 22 
MZ504593.1 , 22 
MZ504587.1 , 22 
MZ504589.1 , 23 
MZ504585.1 , 24 
MZ504584.1 , 24 
MZ504586.1 , 24 
MZ504581.1 , 25 
MZ504582.1 , 26 
MZ504583.1 , 27 
MZ504388.1 , 28 
MZ504386.1 , 28 
MZ504387.1 , 29 
MZ504390.1 , 30 
MZ504375.1 , 30 
MZ504372.1 , 30 
MZ504382.1 , 30 
MZ504381.1 , 30 
MZ504379.1 , 30 
MZ504383.1 , 30 
MZ504376.1 , 30 
MZ504374.1 , 30 
MZ504370.1 , 30 
MZ504377.1 , 30 
MZ504380.1 , 30 
MZ504378.1 , 30 
MZ504369.1 , 30 
MZ504389.1 , 30 
MZ504368.1 , 30 
MZ504373.1 , 30 
MZ504371.1 , 30 
MZ504385.1 , 31 
MZ504384.1 , 31 
MZ504391.1 , 31 
MZ504393.1 , 32 
MZ504445.1 , 32 
MZ504413.1 , 32 
MZ504407.1 , 32 
MZ504408.1 , 32 
MZ504410.1 , 32 
MZ504411.1 , 32 
MZ504412.1 , 32 
MZ504409.1 , 32 
MZ504434.1 , 32 
MZ504392.1 , 32 
MZ504406.1 , 32 
OR732910.1 , 33 
MZ504432.1 , 34 
MZ504444.1 , 34 
MZ504433.1 , 34 
