"row";"col";"z";"a";"dn";"rr";"pred"
29;288;81,9;2,63606570353392;2939,77777777778;5,55696967463798;3,93722413484461
143;210;54,6;29,8818118852011;2508,44444444444;4,74163381112053;2,94253266238838
57;217;77,4;18,9276522264067;2504,88888888889;4,73491285603744;4,36642820409785
40;285;78,6;3,40513917657756;2500,88888888889;4,72735178156896;3,92001537382459
42;288;78;2,76843249303587;2459,44444444444;4,64901064888168;3,88223653694613
82;174;75,9;30,0685828218624;2445,55555555556;4,62275691808836;4,41445154585282
49;287;75,9;3,07257022405037;2314,88888888889;4,37576181878477;3,82608012519473
167;207;49,2;35,0064197407318;2196,44444444444;4,15187000257931;2,60457902760739
171;209;47,7;35,2436404491289;2063,22222222222;3,90004421680976;2,52199883875947
131;169;64,5;37,8047108578234;2044,66666666667;3,86496923246988;3,53891396759395
136;163;64,5;39,8911126523464;2038;3,85236744168908;3,50567530271372
150;189;56,4;36,5334073475518;2036,22222222222;3,84900696414754;3,01840509136527
136;156;66;41,2967009708858;2028,55555555556;3,83451490474962;3,57920672814628
138;175;61,8;37,6791850813355;2013,22222222222;3,80553078595379;3,35757672382115
60;162;83,4;29,9369334698929;2000,44444444444;3,78137735362394;4,58436034834199
145;169;61,2;40,2198370353623;1973,44444444444;3,73034010096172;3,28259121657697
132;142;69,6;43,2483813906921;1959,55555555556;3,70408637016839;3,76528939577871
144;158;63,9;42,3192124189783;1952,66666666667;3,6910645196949;3,42257931931621
151;177;58,5;39,5596679689945;1935,55555555556;3,65871992335753;3,11828092155895
150;163;61,5;42,4154865540344;1891,55555555556;3,57554810420428;3,26665027452508
157;182;56,1;39,5493481240929;1889,22222222222;3,571137477431;2,96917051608367
115;134;75;41,910328388748;1852,11111111111;3,50098750875124;4,10037156524482
88;280;64,2;5,51030574714869;1836,44444444444;3,47137330041638;3,28912750414985
85;282;65,1;4,90663335654932;1828,55555555556;3,45646118132577;3,32695624317194
176;208;46,8;36,6113110994399;1826,33333333333;3,45226058439884;2,46705677429654
86;291;64,8;2,53591809861777;1777,33333333333;3,35963742215999;3,24808097389688
172;205;48,3;36,6193867770724;1773,77777777778;3,3529164670769;2,54625561729143
168;183;53,4;41,5663696375495;1762,33333333333;3,3312833929032;2,78635364194263
168;178;54,3;42,7542574341049;1746,22222222222;3,30082906518295;2,82353266675473
88;294;63,9;1,75203049802155;1690,22222222222;3,19497402262427;3,17685103242833
85;277;65,4;6,22344044644603;1686,33333333333;3,18762297800214;3,37778881280693
173;183;52,2;42,6626941408762;1637,88888888889;3,09604996499503;2,70596379887894
57;161;84,6;29,8081915247814;1624,55555555556;3,07084638343344;4,56326899690098
162;190;53,4;38,5840536316225;1617,11111111111;3,05677438372821;2,81758160767876
173;193;50,4;40,1354855622395;1588,33333333333;3,00237665352445;2,63309695656955
97;281;61,5;5,47354697192998;1583;2,99229522089981;3,12962780427817
62;218;75,9;19,0811144289536;1577,22222222222;2,98137366888979;4,30483080453803
97;294;61,2;1,82946433484733;1570,22222222222;2,96814178856995;3,02845817352349
180;201;47,1;39,5473780121875;1449,11111111111;2,73920925605218;2,46281332131478
121;136;73,2;42,5032191507636;1431,22222222222;2,70539445079038;3,99296734086538
243;86;66,9;74,9937950448127;1413,77777777778;2,67241976491396;2,63963380625297
250;82;67,5;76,9862335498684;1396,66666666667;2,64007516857659;2,59431028480577
143;520;81,3;305,660947351161;1376,66666666667;2,6022697962342;1,80457981946603
238;96;64,5;73,0056177428955;1348,22222222222;2,54850215556948;2,61161439875995
372;59;75,9;106,492243839564;1328,66666666667;2,51153690261248;1,8392423180909
249;94;64,2;75,996403696354;1320,88888888889;2,49683481336822;2,50513705804439
105;346;60,6;346,898408389307;1281,44444444444;2,42227421791518;2,60268439549808
259;91;64,2;78,7952938163296;1275,55555555556;2,41114263605881;2,41685892716623
72;387;73,5;339,265549336956;1273,66666666667;2,40757212867092;2,84996741221337
259;82;66,9;79,2458292615954;1250,66666666667;2,36409595047717;2,49691118285203
215;175;45,9;55,7343777934915;1237,33333333333;2,33889236891558;2,22061395600271
94;331;63;351,598171731409;1235,88888888889;2,33616198091308;2,84684502586004
251;101;61,8;76,0651648854986;1234,11111111111;2,33280150337153;2,41342105242313
213;180;45;54,0150574485466;1228,55555555556;2,3223000110542;2,20625434340355
110;350;59,4;345,434235753443;1218,11111111111;2,30255720549762;2,5109581746343
377;60;75,9;107,645207393416;1213,44444444444;2,29373595195107;1,80859026734526
